Pokemon Id,Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Original Pokemon ID,Legendary Type,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Special Event Ability,Special Event Ability Description,Base Happiness,Game(s) of Origin,Experience Growth,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details
843,509,Purrloin,Devious Pokemon,NA,NA,None,Dark,None,Limber,Its limber body protects the Pokémon from paralysis.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Prankster,Gives priority to a status move.,NA,NA,70,Black,Medium Fast,56,Field,NA,20,NA,NA
844,510,Liepard,Cruel Pokemon,NA,NA,None,Dark,None,Limber,Its limber body protects the Pokémon from paralysis.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Prankster,Gives priority to a status move.,NA,NA,70,Black,Medium Fast,156,Field,NA,20,843,Level 20
845,511,Pansage,Grass Monkey Pokemon,NA,NA,None,Grass,None,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",NA,NA,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NA,NA,70,Black,Medium Fast,63,Field,NA,20,NA,NA
846,512,Simisage,Thorn Monkey Pokemon,NA,NA,None,Grass,None,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",NA,NA,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,NA,NA,70,Black,Medium Fast,174,Field,NA,20,845,Leaf Stone
847,513,Pansear,High Temp Pokemon,NA,NA,None,Fire,None,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",NA,NA,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,NA,NA,70,Black,Medium Fast,63,Field,NA,20,NA,NA
848,514,Simisear,Ember Pokemon,NA,NA,None,Fire,None,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",NA,NA,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,NA,NA,70,Black,Medium Fast,174,Field,NA,20,847,Fire Stone
849,515,Panpour,Spray Pokemon,NA,NA,None,Water,None,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",NA,NA,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,NA,NA,70,Black,Medium Fast,63,Field,NA,20,NA,NA
850,516,Simipour,Geyser Pokemon,NA,NA,None,Water,None,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",NA,NA,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,NA,NA,70,Black,Medium Fast,174,Field,NA,20,849,Water Stone
851,517,Munna,Dream Eater Pokemon,NA,NA,None,Psychic,None,Forewarn,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.",Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Telepathy,Anticipates an ally's attack and dodges it.,NA,NA,70,Black,Fast,58,Field,NA,10,NA,NA
852,518,Musharna,Drowsing Pokemon,NA,NA,None,Psychic,None,Forewarn,"When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.",Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Telepathy,Anticipates an ally's attack and dodges it.,NA,NA,70,Black,Fast,170,Field,NA,10,851,Moon Stone
853,519,Pidove,Tiny Pigeon Pokemon,NA,NA,None,Normal,Flying,Big Pecks,Protects the Pokémon from Defense-lowering effects.,Super Luck,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",NA,NA,70,Black,Medium Slow,53,Flying,NA,15,NA,NA
854,520,Tranquill,Wild Pigeon Pokemon,NA,NA,None,Normal,Flying,Big Pecks,Protects the Pokémon from Defense-lowering effects.,Super Luck,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",NA,NA,70,Black,Medium Slow,125,Flying,NA,15,853,Level 21
855,521,Unfezant,Proud Pokemon,NA,NA,None,Normal,Flying,Big Pecks,Protects the Pokémon from Defense-lowering effects.,Super Luck,The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",NA,NA,70,Black,Medium Slow,220,Flying,NA,15,854,Level 32
856,522,Blitzle,Electrified Pokemon,NA,NA,None,Electric,None,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Motor Drive,Boosts its Speed stat if hit by an Electric-type move instead of taking damage.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,NA,NA,70,Black,Medium Fast,59,Field,NA,20,NA,NA
857,523,Zebstrika,Thunderbolt Pokemon,NA,NA,None,Electric,None,Lightning Rod,"The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.",Motor Drive,Boosts its Speed stat if hit by an Electric-type move instead of taking damage.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,NA,NA,70,Black,Medium Fast,174,Field,NA,20,856,Level 27
858,524,Roggenrola,Mantle Pokemon,NA,NA,None,Rock,None,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",NA,NA,70,Black,Medium Slow,56,Mineral,NA,15,NA,NA
859,525,Boldore,Ore Pokemon,NA,NA,None,Rock,None,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",NA,NA,70,Black,Medium Slow,137,Mineral,NA,15,858,Level 25
860,526,Gigalith,Compressed Pokemon,NA,NA,None,Rock,None,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Sand Stream,The Pokémon summons a sandstorm when it enters a battle.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",NA,NA,70,Black,Medium Slow,232,Mineral,NA,15,859,NA
861,527,Woobat,Bat Pokemon,NA,NA,None,Psychic,Flying,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",Klutz,The Pokémon can't use any held items.,Simple,The stat changes the Pokémon receives are doubled.,NA,NA,70,Black,Medium Fast,65,Field,Flying,15,NA,NA
862,528,Swoobat,Courting Pokemon,NA,NA,None,Psychic,Flying,Unaware,"When attacking, the Pokémon ignores the target Pokémon's stat changes.",Klutz,The Pokémon can't use any held items.,Simple,The stat changes the Pokémon receives are doubled.,NA,NA,70,Black,Medium Fast,149,Field,Flying,15,861,NA
863,529,Drilbur,Mole Pokemon,NA,NA,None,Ground,None,Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,NA,NA,70,Black,Medium Fast,66,Field,NA,20,NA,NA
864,530,Excadrill,Subterrene Pokemon,NA,NA,None,Ground,Steel,Sand Rush,Boosts the Pokémon's Speed stat in a sandstorm.,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,NA,NA,70,Black,Medium Fast,178,Field,NA,20,863,Level 31
865,531,Audino,Hearing Pokemon,NA,NA,None,Normal,None,Healer,Sometimes heals an ally's status condition.,Regenerator,Restores a little HP when withdrawn from battle.,Klutz,The Pokémon can't use any held items.,NA,NA,70,Black,Fast,390,Fairy,NA,20,NA,NA
866,532,Timburr,Muscular Pokemon,NA,NA,None,Fighting,None,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Iron Fist,Powers up punching moves.,NA,NA,70,Black,Medium Slow,61,Human-Like,NA,20,NA,NA
867,533,Gurdurr,Muscular Pokemon,NA,NA,None,Fighting,None,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Iron Fist,Powers up punching moves.,NA,NA,70,Black,Medium Slow,142,Human-Like,NA,20,866,Level 25
868,534,Conkeldurr,Muscular Pokemon,NA,NA,None,Fighting,None,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Iron Fist,Powers up punching moves.,NA,NA,70,Black,Medium Slow,227,Human-Like,NA,20,867,NA
869,535,Tympole,Tadpole Pokemon,NA,NA,None,Water,None,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Hydration,Heals status conditions if it's raining.,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,NA,NA,70,Black,Medium Slow,59,Water 1,NA,20,NA,NA
870,536,Palpitoad,Vibration Pokemon,NA,NA,None,Water,Ground,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Hydration,Heals status conditions if it's raining.,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,NA,NA,70,Black,Medium Slow,134,Water 1,NA,20,869,Level 25
871,537,Seismitoad,Vibration Pokemon,NA,NA,None,Water,Ground,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Poison Touch,May poison a target when the Pokémon makes contact.,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,NA,NA,70,Black,Medium Slow,229,Water 1,NA,20,870,Level 36
872,538,Throh,Judo Pokemon,NA,NA,None,Fighting,None,Guts,It's so gutsy that having a status condition boosts the Pokémon's Attack stat.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,NA,NA,70,Black,Medium Fast,163,Human-Like,NA,20,NA,NA
873,539,Sawk,Karate Pokemon,NA,NA,None,Fighting,None,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,NA,NA,70,Black,Medium Fast,163,Human-Like,NA,20,NA,NA
874,540,Sewaddle,Sewing Pokemon,NA,NA,None,Bug,Grass,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NA,NA,70,Black,Medium Slow,62,Bug,NA,15,NA,NA
875,541,Swadloon,Leaf-Wrapped Pokemon,NA,NA,None,Bug,Grass,Leaf Guard,Prevents status conditions in harsh sunlight.,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NA,NA,70,Black,Medium Slow,133,Bug,NA,15,874,Level 20
876,542,Leavanny,Nurturing Pokemon,NA,NA,None,Bug,Grass,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",NA,NA,70,Black,Medium Slow,225,Bug,NA,15,875,NA
877,543,Venipede,Centipede Pokemon,NA,NA,None,Bug,Poison,Poison Point,Contact with the Pokémon may poison the attacker.,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Speed Boost,Its Speed stat is boosted every turn.,NA,NA,70,Black,Medium Slow,52,Bug,NA,15,NA,NA
878,544,Whirlipede,Curlipede Pokemon,NA,NA,None,Bug,Poison,Poison Point,Contact with the Pokémon may poison the attacker.,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Speed Boost,Its Speed stat is boosted every turn.,NA,NA,70,Black,Medium Slow,126,Bug,NA,15,877,Level 22
879,545,Scolipede,Megapede Pokemon,NA,NA,None,Bug,Poison,Poison Point,Contact with the Pokémon may poison the attacker.,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Speed Boost,Its Speed stat is boosted every turn.,NA,NA,70,Black,Medium Slow,218,Bug,NA,20,878,Level 30
880,546,Cottonee,Cotton Puff Pokemon,NA,NA,None,Grass,Fairy,Prankster,Gives priority to a status move.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,NA,NA,70,Black,Medium Fast,56,Grass,Fairy,20,NA,NA
881,547,Whimsicott,Windveiled Pokemon,NA,NA,None,Grass,Fairy,Prankster,Gives priority to a status move.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,NA,NA,70,Black,Medium Fast,168,Grass,Fairy,20,880,Sun Stone
882,548,Petilil,Bulb Pokemon,NA,NA,None,Grass,None,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Leaf Guard,Prevents status conditions in harsh sunlight.,NA,NA,70,Black,Medium Fast,56,Grass,NA,20,NA,NA
883,549,Lilligant,Flowering Pokemon,NA,NA,None,Grass,None,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Own Tempo,"This Pokémon has its own tempo, and that prevents it from becoming confused.",Leaf Guard,Prevents status conditions in harsh sunlight.,NA,NA,70,Black,Medium Fast,168,Grass,NA,20,882,Sun Stone
884,55,Golduck,Duck Pokemon,NA,NA,None,Water,None,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Cloud Nine,Eliminates the effects of weather.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,NA,NA,70,Red,Medium Fast,175,Water 1,Field,20,102,Level 33
885,550,Basculin,Hostile Pokemon,NA,NA,None,Water,None,Reckless,Powers up moves that have recoil damage.,Adaptability,Powers up moves of the same type as the Pokémon.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,NA,NA,70,Black,Medium Fast,161,Water 2,NA,40,NA,NA
886,551,Sandile,Desert Croc Pokemon,NA,NA,None,Ground,Dark,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",Anger Point,"The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.",NA,NA,70,Black,Medium Slow,58,Field,NA,20,NA,NA
887,552,Krokorok,Desert Croc Pokemon,NA,NA,None,Ground,Dark,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",Anger Point,"The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.",NA,NA,70,Black,Medium Slow,123,Field,NA,20,886,Level 29
888,553,Krookodile,Intimidation Pokemon,NA,NA,None,Ground,Dark,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",Anger Point,"The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.",NA,NA,70,Black,Medium Slow,234,Field,NA,20,887,Level 40
889,554,Darumaka,Zen Charm Pokemon,NA,NA,None,Fire,None,Hustle,"Boosts the Attack stat, but lowers accuracy.",NA,NA,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",NA,NA,70,Black,Medium Slow,63,Field,NA,20,NA,NA
890,555,Darmanitan,Blazing Pokemon,NA,NA,None,Fire,None,Sheer Force,Removes additional effects to increase the power of moves when attacking.,NA,NA,Zen Mode,Changes the Pokémon's shape when HP is half or less.,NA,NA,70,Black,Medium Slow,168,Field,NA,20,889,Level 35
891,556,Maractus,Cactus Pokemon,NA,NA,None,Grass,None,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Storm Drain,"Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.",NA,NA,70,Black,Medium Fast,161,Grass,NA,20,NA,NA
892,557,Dwebble,Rock Inn Pokemon,NA,NA,None,Bug,Rock,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Shell Armor,A hard shell protects the Pokémon from critical hits.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,NA,NA,70,Black,Medium Fast,65,Bug,Mineral,20,NA,NA
893,558,Crustle,Stone Home Pokemon,NA,NA,None,Bug,Rock,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Shell Armor,A hard shell protects the Pokémon from critical hits.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,NA,NA,70,Black,Medium Fast,170,Bug,Mineral,20,892,Level 34
894,559,Scraggy,Shedding Pokemon,NA,NA,None,Dark,Fighting,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",NA,NA,35,Black,Medium Fast,70,Field,Dragon,15,NA,NA
895,56,Mankey,Pig Monkey Pokemon,NA,NA,None,Fighting,None,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",Anger Point,"The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.",Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,NA,NA,70,Red,Medium Fast,61,Field,NA,20,NA,NA
914,560,Scrafty,Hoodlum Pokemon,NA,NA,None,Dark,Fighting,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,Moxie,"The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.",Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",NA,NA,70,Black,Medium Fast,171,Field,Dragon,15,894,Level 39
915,561,Sigilyph,Avianoid Pokemon,NA,NA,None,Psychic,Flying,Wonder Skin,Makes status moves more likely to miss.,Magic Guard,The Pokémon only takes damage from attacks.,Tinted Lens,The Pokémon can use not very effective moves to deal regular damage.,NA,NA,70,Black,Medium Fast,172,Flying,NA,20,NA,NA
916,562,Yamask,Spirit Pokemon,NA,NA,None,Ghost,None,Mummy,Contact with the Pokémon changes the attacker's Ability to Mummy.,NA,NA,NA,NA,NA,NA,70,Black,Medium Fast,61,Mineral,Amorphous,25,NA,NA
917,563,Cofagrigus,Coffin Pokemon,NA,NA,None,Ghost,None,Mummy,Contact with the Pokémon changes the attacker's Ability to Mummy.,NA,NA,NA,NA,NA,NA,70,Black,Medium Fast,169,Mineral,Amorphous,25,916,Level 34
918,564,Tirtouga,Prototurtle Pokemon,NA,NA,None,Water,Rock,Solid Rock,Reduces the power of supereffective attacks taken.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Swift Swim,Boosts the Pokémon's Speed stat in rain.,NA,NA,70,Black,Medium Fast,71,Water 1,Water 3,30,NA,NA
919,565,Carracosta,Prototurtle Pokemon,NA,NA,None,Water,Rock,Solid Rock,Reduces the power of supereffective attacks taken.,Sturdy,"It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.",Swift Swim,Boosts the Pokémon's Speed stat in rain.,NA,NA,70,Black,Medium Fast,173,Water 1,Water 3,30,918,Level 37
920,566,Archen,First Bird Pokemon,NA,NA,None,Rock,Flying,Defeatist,Halves the Pokémon's Attack and Sp. Atk stats when its HP becomes half or less.,NA,NA,NA,NA,NA,NA,70,Black,Medium Fast,71,Flying,Water 3,30,NA,NA
921,567,Archeops,First Bird Pokemon,NA,NA,None,Rock,Flying,Defeatist,Halves the Pokémon's Attack and Sp. Atk stats when its HP becomes half or less.,NA,NA,NA,NA,NA,NA,70,Black,Medium Fast,177,Flying,Water 3,30,920,Level 37
922,568,Trubbish,Trash Bag Pokemon,NA,NA,None,Poison,None,Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",Sticky Hold,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.,Aftermath,Damages the attacker if it contacts the Pokémon with a finishing hit.,NA,NA,70,Black,Medium Fast,66,Mineral,NA,20,NA,NA
923,569,Garbodor,Trash Heap Pokemon,NA,NA,None,Poison,None,Stench,"By releasing stench when attacking, this Pokémon may cause the target to flinch.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,Aftermath,Damages the attacker if it contacts the Pokémon with a finishing hit.,NA,NA,70,Black,Medium Fast,166,Mineral,NA,20,922,Level 36
924,57,Primeape,Pig Monkey Pokemon,NA,NA,None,Fighting,None,Vital Spirit,"The Pokémon is full of vitality, and that prevents it from falling asleep.",Anger Point,"The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.",Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,NA,NA,70,Red,Medium Fast,159,Field,NA,20,895,Level 28
939,570,Zorua,Tricky Fox Pokemon,NA,NA,None,Dark,None,Illusion,Comes out disguised as the Pokémon in the party's last spot.,NA,NA,NA,NA,NA,NA,70,Black,Medium Slow,66,Field,NA,25,NA,NA
940,571,Zoroark,Illusion Fox Pokemon,NA,NA,None,Dark,None,Illusion,Comes out disguised as the Pokémon in the party's last spot.,NA,NA,NA,NA,NA,NA,70,Black,Medium Slow,179,Field,NA,20,939,Level 30
941,572,Minccino,Chinchilla Pokemon,NA,NA,None,Normal,None,Cute Charm,Contact with the Pokémon may cause infatuation.,Technician,Powers up the Pokémon's weaker moves.,Skill Link,Maximizes the number of times multistrike moves hit.,NA,NA,70,Black,Fast,60,Field,NA,15,NA,NA
942,573,Cinccino,Scarf Pokemon,NA,NA,None,Normal,None,Cute Charm,Contact with the Pokémon may cause infatuation.,Technician,Powers up the Pokémon's weaker moves.,Skill Link,Maximizes the number of times multistrike moves hit.,NA,NA,70,Black,Fast,165,Field,NA,15,941,Shiny Stone
943,574,Gothita,Fixation Pokemon,NA,NA,None,Psychic,None,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,Shadow Tag,This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.,NA,NA,70,Black,Medium Slow,58,Human-Like,NA,20,NA,NA
944,575,Gothorita,Manipulate Pokemon,NA,NA,None,Psychic,None,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,Shadow Tag,This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.,NA,NA,70,Black,Medium Slow,137,Human-Like,NA,20,943,Level 32
945,576,Gothitelle,Astral Body Pokemon,NA,NA,None,Psychic,None,Frisk,"When it enters a battle, the Pokémon can check an opposing Pokémon's held item.",Competitive,Boosts the Sp. Atk stat sharply when a stat is lowered.,Shadow Tag,This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.,NA,NA,70,Black,Medium Slow,221,Human-Like,NA,20,944,Level 41
946,577,Solosis,Cell Pokemon,NA,NA,None,Psychic,None,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",Magic Guard,The Pokémon only takes damage from attacks.,Regenerator,Restores a little HP when withdrawn from battle.,NA,NA,70,Black,Medium Slow,58,Amorphous,NA,20,NA,NA
947,578,Duosion,Mitosis Pokemon,NA,NA,None,Psychic,None,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",Magic Guard,The Pokémon only takes damage from attacks.,Regenerator,Restores a little HP when withdrawn from battle.,NA,NA,70,Black,Medium Slow,130,Amorphous,NA,20,946,Level 32
948,579,Reuniclus,Multiplying Pokemon,NA,NA,None,Psychic,None,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",Magic Guard,The Pokémon only takes damage from attacks.,Regenerator,Restores a little HP when withdrawn from battle.,NA,NA,70,Black,Medium Slow,221,Amorphous,NA,20,947,Level 41
949,58,Growlithe,Puppy Pokemon,NA,NA,None,Fire,None,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",NA,NA,70,Red,Slow,70,Field,NA,20,NA,NA
950,580,Ducklett,Water Bird Pokemon,NA,NA,None,Water,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Big Pecks,Protects the Pokémon from Defense-lowering effects.,Hydration,Heals status conditions if it's raining.,NA,NA,70,Black,Medium Fast,61,Water 1,Flying,20,NA,NA
951,581,Swanna,White Bird Pokemon,NA,NA,None,Water,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Big Pecks,Protects the Pokémon from Defense-lowering effects.,Hydration,Heals status conditions if it's raining.,NA,NA,70,Black,Medium Fast,166,Water 1,Flying,20,950,Level 35
952,582,Vanillite,Fresh Snow Pokemon,NA,NA,None,Ice,None,Ice Body,The Pokémon gradually regains HP in a hailstorm.,Snow Cloak,Boosts evasiveness in a hailstorm.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,NA,NA,70,Black,Slow,61,Mineral,NA,20,NA,NA
953,583,Vanillish,Icy Snow Pokemon,NA,NA,None,Ice,None,Ice Body,The Pokémon gradually regains HP in a hailstorm.,Snow Cloak,Boosts evasiveness in a hailstorm.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,NA,NA,70,Black,Slow,138,Mineral,NA,20,952,Level 35
954,584,Vanilluxe,Snowstorm Pokemon,NA,NA,None,Ice,None,Ice Body,The Pokémon gradually regains HP in a hailstorm.,Snow Warning,The Pokémon summons a hailstorm when it enters a battle.,Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,NA,NA,70,Black,Slow,241,Mineral,NA,20,953,Level 47
955,585,Deerling,Season Pokemon,NA,NA,None,Normal,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,NA,NA,70,Black,Medium Fast,67,Field,NA,20,NA,NA
956,586,Sawsbuck,Season Pokemon,NA,NA,None,Normal,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,NA,NA,70,Black,Medium Fast,166,Field,NA,20,955,Level 34
957,587,Emolga,Sky Squirrel Pokemon,NA,NA,None,Electric,Flying,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",NA,NA,Motor Drive,Boosts its Speed stat if hit by an Electric-type move instead of taking damage.,NA,NA,70,Black,Medium Fast,150,Field,NA,20,NA,NA
958,588,Karrablast,Clamping Pokemon,NA,NA,None,Bug,None,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,NA,NA,70,Black,Medium Fast,63,Bug,NA,15,NA,NA
